pk_occupation_id,pk_item_id,item_score
53,132,0.87
53,133,0.76
53,134,0.81
53,135,0.71
53,136,0.76
54,121,0.75
54,122,0.74
54,123,0.75
54,124,0.78
54,125,0.66
54,126,0.85
54,127,0.88
54,128,0.9
54,129,0.75
54,130,0.66
54,131,0.51
54,132,0.74
54,133,0.4
54,134,0.91
54,135,0.65
54,136,0.6
55,121,0.8
55,122,0.82
55,123,0.78
55,124,0.7
55,125,0.79
55,126,0.75
55,127,0.79
55,128,0.85
55,129,0.91
55,130,0.86
55,131,0.68
55,132,0.76
55,133,0.55
55,134,0.89
55,135,0.74
55,136,0.73
56,121,0.74
56,122,0.76
56,123,0.73
56,124,0.84
56,125,0.78
56,126,0.79
56,127,0.86
56,128,0.84
56,129,0.8
56,130,0.65
56,131,0.68
56,132,0.81
56,133,0.58
56,134,0.73
56,135,0.71
56,136,0.68
57,121,0.76
57,122,0.86
57,123,0.83
57,124,0.79
57,125,0.8
57,126,0.75
57,127,0.89
57,128,0.9
57,129,0.98
57,130,0.81
57,131,0.98
57,132,0.89
57,133,0.74
57,134,0.79
57,135,0.66
57,136,0.76
58,121,0.7
58,122,0.72
58,123,0.76
58,124,0.61
58,125,0.73
58,126,0.71
58,127,0.84
58,128,0.79
58,129,0.73
58,130,0.69
58,131,0.66
58,132,0.73
58,133,0.53
58,134,0.65
58,135,0.62
58,136,0.53
59,121,0.79
59,122,0.76
59,123,0.76
59,124,0.68
59,125,0.58
59,126,0.73
59,127,0.98
59,128,0.86
59,129,0.8
59,130,0.73
59,131,0.5
59,132,0.72
59,133,0.49
59,134,0.77
59,135,0.78
59,136,0.6
60,121,0.7
60,122,0.75
60,123,0.75
60,124,0.75
60,125,0.67
60,126,0.71
60,127,0.88
60,128,0.85
60,129,0.81
60,130,0.65
60,131,0.55
60,132,0.76
60,133,0.53
60,134,0.78
60,135,0.72
60,136,0.55
61,121,0.74
61,122,0.79
61,123,0.75
61,124,0.79
61,125,0.74
61,126,0.75
61,127,0.91
61,128,0.85
61,129,0.87
61,130,0.63
61,131,0.59
61,132,0.79
61,133,0.5
61,134,0.9
61,135,0.72
61,136,0.68
62,121,0.61
62,122,0.75
62,123,0.62
62,124,0.68
62,125,0.76
62,126,0.67
62,127,0.9
62,128,0.85
62,129,0.77
62,130,0.77
62,131,0.65
62,132,0.69
62,133,0.6
62,134,0.5
62,135,0.59
62,136,0.66
63,121,0.69
63,122,0.7
63,123,0.73
63,124,0.65
63,125,0.68
63,126,0.68
63,127,0.85
63,128,0.81
63,129,0.76
63,130,0.7
63,131,0.55
63,132,0.67
63,133,0.43
63,134,0.68
63,135,0.56
63,136,0.58
64,121,0.65
64,122,0.75
64,123,0.66
64,124,0.71
64,125,0.83
64,126,0.74
64,127,0.92
64,128,0.82
64,129,0.8
64,130,0.54
64,131,0.67
64,132,0.76
64,133,0.64
64,134,0.8
64,135,0.56
64,136,0.67
65,121,0.83
65,122,0.78
65,123,0.77
65,124,0.82
65,125,0.86
65,126,0.84
65,127,0.87
65,128,0.9
65,129,0.96
65,130,0.83
65,131,0.8
65,132,0.82
65,133,0.59
65,134,0.8
65,135,0.54
65,136,0.7
66,121,0.8
66,122,0.76
66,123,0.73
66,124,0.74
66,125,0.75
66,126,0.73
66,127,0.96
66,128,0.85
66,129,0.87
66,130,0.77
66,131,0.64
66,132,0.74
66,133,0.57
66,134,0.81
66,135,0.67
66,136,0.62
67,121,0.53
67,122,0.66
67,123,0.59
67,124,0.69
67,125,0.76
67,126,0.67
67,127,0.81
67,128,0.84
67,129,0.81
67,130,0.64
67,131,0.73
67,132,0.7
67,133,0.58
67,134,0.47
67,135,0.46
67,136,0.55
68,121,0.58
68,122,0.66
68,123,0.64
68,124,0.75
68,125,0.87
68,126,0.84
68,127,0.76
68,128,0.86
68,129,0.87
68,130,0.68
68,131,0.76
68,132,0.78
68,133,0.72
68,134,0.57
68,135,0.47
68,136,0.53
69,121,0.73
69,122,0.71
69,123,0.65
69,124,0.64
69,125,0.68
69,126,0.73
69,127,0.85
69,128,0.79
69,129,0.79
69,130,0.62
69,131,0.69
69,132,0.79
69,133,0.61
69,134,0.53
69,135,0.55
69,136,0.59
70,121,0.58
70,122,0.72
70,123,0.66
70,124,0.68
70,125,0.85
70,126,0.7
70,127,0.85
70,128,0.8
70,129,0.77
70,130,0.72
70,131,0.79
70,132,0.85
70,133,0.78
70,134,0.57
70,135,0.62
70,136,0.67
71,121,0.52
71,122,0.57
71,123,0.43
71,124,0.6
71,125,0.76
71,126,0.75
71,127,0.58
71,128,0.78
71,129,0.72
71,130,0.68
71,131,0.7
71,132,0.83
71,133,0.66
71,134,0.41
71,135,0.39
71,136,0.53
72,121,0.68
72,122,0.67
72,123,0.66
72,124,0.71
72,125,0.9
72,126,0.75
72,127,0.82
72,128,0.9
72,129,0.84
72,130,0.69
72,131,0.74
72,132,0.78
72,133,0.77
72,134,0.6
72,135,0.65
72,136,0.58
73,121,0.77
73,122,0.8
73,123,0.69
73,124,0.85
73,125,0.87
73,126,0.81
73,127,0.95
73,128,0.87
73,129,0.74
73,130,0.78
73,131,0.64
73,132,0.87
73,133,0.8
73,134,0.9
73,135,0.77
73,136,0.56
74,121,0.7
74,122,0.8
74,123,0.79
74,124,0.57
74,125,0.79
74,126,0.77
74,127,0.84
74,128,0.83
74,129,0.85
74,130,0.83
74,131,0.58
74,132,0.82
74,133,0.37
74,134,0.81
74,135,0.63
74,136,0.52
75,121,0.55
75,122,0.69
75,123,0.59
75,124,0.71
75,125,0.78
75,126,0.8
75,127,0.85
75,128,0.88
75,129,0.92
75,130,0.74
75,131,0.76
75,132,0.82
75,133,0.7
75,134,0.66
75,135,0.59
75,136,0.54
76,121,0.9
76,122,0.89
76,123,0.96
76,124,0.81
76,125,0.76
76,126,0.79
76,127,0.94
76,128,0.9
76,129,0.99
76,130,0.75
76,131,0.53
76,132,0.75
76,133,0.41
76,134,0.98
76,135,0.88
76,136,0.65
77,121,0.83
77,122,0.83
77,123,0.84
77,124,0.72
77,125,0.67
77,126,0.63
77,127,0.85
77,128,0.83
77,129,0.91
77,130,0.68
77,131,0.63
77,132,0.86
77,133,0.47
77,134,0.84
77,135,0.78
77,136,0.59
78,121,0.56
78,122,0.63
78,123,0.64
78,124,0.67
78,125,0.65
78,126,0.6
78,127,0.84
78,128,0.84
78,129,0.7
78,130,0.66
78,131,0.67
78,132,0.72
78,133,0.45
78,134,0.66
78,135,0.53
78,136,0.59
79,121,0.71
79,122,0.84
79,123,0.75
79,124,0.79
79,125,0.77
79,126,0.77
79,127,0.88
79,128,0.92
79,129,0.83
79,130,0.71
79,131,0.67
79,132,0.79
79,133,0.57
79,134,0.82
79,135,0.77
79,136,0.87
80,121,0.72
80,122,0.74
80,123,0.72
80,124,0.88
80,125,0.7
80,126,0.75
80,127,0.77
80,128,0.84
80,129,0.82
80,130,0.7
80,131,0.62
80,132,0.73
80,133,0.55
80,134,0.86
80,135,0.68
80,136,0.69
81,121,0.85
81,122,0.85
81,123,0.88
81,124,0.83
81,125,0.58
81,126,0.56
81,127,0.89
81,128,0.87
81,129,0.87
81,130,0.86
81,131,0.47
81,132,0.75
81,133,0.46
81,134,0.96
81,135,0.81
81,136,0.67
82,121,0.76
82,122,0.71
82,123,0.69
82,124,0.64
82,125,0.54
82,126,0.63
82,127,0.81
82,128,0.71
82,129,0.71
82,130,0.7
82,131,0.55
82,132,0.81
82,133,0.41
82,134,0.79
82,135,0.68
82,136,0.59
83,121,0.92
83,122,0.87
83,123,0.89
83,124,0.82
83,125,0.77
83,126,0.8
83,127,0.89
83,128,0.86
83,129,0.9
83,130,0.88
83,131,0.74
83,132,0.8
83,133,0.53
83,134,0.85
83,135,0.84
83,136,0.75
84,121,0.66
84,122,0.73
84,123,0.73
84,124,0.77
84,125,0.74
84,126,0.74
84,127,0.91
84,128,0.87
84,129,0.86
84,130,0.84
84,131,0.66
84,132,0.78
84,133,0.57
84,134,0.78
84,135,0.66
84,136,0.55
85,121,0.62
85,122,0.79
85,123,0.69
85,124,0.71
85,125,0.62
85,126,0.75
85,127,0.9
85,128,0.77
85,129,0.89
85,130,0.65
85,131,0.59
85,132,0.89
85,133,0.55
85,134,0.85
85,135,0.57
85,136,0.7
86,121,0.61
86,122,0.65
86,123,0.63
86,124,0.65
86,125,0.65
86,126,0.72
86,127,0.75
86,128,0.78
86,129,0.63
86,130,0.64
86,131,0.58
86,132,0.75
86,133,0.48
86,134,0.61
86,135,0.46
86,136,0.57
87,121,0.79
87,122,0.83
87,123,0.75
87,124,0.76
87,125,0.76
87,126,0.91
87,127,0.77
87,128,0.84
87,129,0.87
87,130,0.73
87,131,0.78
87,132,0.83
87,133,0.5
87,134,0.77
87,135,0.63
87,136,0.8
88,121,0.72
88,122,0.7
88,123,0.72
88,124,0.65
88,125,0.6
88,126,0.64
88,127,0.86
88,128,0.75
88,129,0.92
88,130,0.77
88,131,0.52
88,132,0.82
88,133,0.46
88,134,0.94
88,135,0.61
88,136,0.65
89,121,0.71
89,122,0.77
89,123,0.74
89,124,0.59
89,125,0.57
89,126,0.48
89,127,0.85
89,128,0.85
89,129,0.63
89,130,0.69
89,131,0.62
89,132,0.67
89,133,0.66
89,134,0.6
89,135,0.63
89,136,0.55
90,121,0.73
90,122,0.77
90,123,0.67
90,124,0.77
90,125,0.71
90,126,0.71
90,127,0.88
90,128,0.93
90,129,0.85
90,130,0.73
90,131,0.73
90,132,0.84
90,133,0.61
90,134,0.63
90,135,0.59
90,136,0.71
91,121,0.73
91,122,0.7
91,123,0.71
91,124,0.65
91,125,0.64
91,126,0.65
91,127,0.93
91,128,0.85
91,129,0.79
91,130,0.74
91,131,0.71
91,132,0.77
91,133,0.47
91,134,0.65
91,135,0.64
91,136,0.66
92,121,0.53
92,122,0.59
92,123,0.53
92,124,0.53
92,125,0.79
92,126,0.68
92,127,0.79
92,128,0.98
92,129,0.76
92,130,0.68
92,131,0.7
92,132,0.75
92,133,0.4
92,134,0.48
92,135,0.33
92,136,0.51
93,121,0.78
93,122,0.81
93,123,0.79
93,124,0.85
93,125,0.8
93,126,0.86
93,127,0.86
93,128,0.97
93,129,0.87
93,130,0.75
93,131,0.65
93,132,0.78
93,133,0.62
93,134,0.69
93,135,0.68
93,136,0.7
94,121,0.62
94,122,0.65
94,123,0.69
94,124,0.75
94,125,0.7
94,126,0.74
94,127,0.81
94,128,0.79
94,129,0.73
94,130,0.63
94,131,0.63
94,132,0.76
94,133,0.49
94,134,0.72
94,135,0.61
94,136,0.56
95,121,0.73
95,122,0.77
95,123,0.79
95,124,0.73
95,125,0.79
95,126,0.85
95,127,0.9
95,128,0.93
95,129,0.92
95,130,0.74
95,131,0.49
95,132,0.58
95,133,0.51
95,134,0.85
95,135,0.59
95,136,0.59
96,121,0.72
96,122,0.74
96,123,0.75
96,124,0.69
96,125,0.61
96,126,0.61
96,127,0.86
96,128,0.84
96,129,0.9
96,130,0.57
96,131,0.55
96,132,0.82
96,133,0.55
96,134,0.84
96,135,0.63
96,136,0.74
97,121,0.68
97,122,0.76
97,123,0.73
97,124,0.72
97,125,0.76
97,126,0.8
97,127,0.94
97,128,0.9
97,129,0.95
97,130,0.76
97,131,0.6
97,132,0.81
97,133,0.65
97,134,0.9
97,135,0.51
97,136,0.6
98,121,0.66
98,122,0.59
98,123,0.62
98,124,0.69
98,125,0.88
98,126,0.77
98,127,0.8
98,128,0.89
98,129,0.78
98,130,0.79
98,131,0.81
98,132,0.83
98,133,0.7
98,134,0.61
98,135,0.49
98,136,0.68
99,121,0.65
99,122,0.72
99,123,0.7
99,124,0.85
99,125,0.68
99,126,0.79
99,127,0.85
99,128,0.81
99,129,0.74
99,130,0.69
99,131,0.66
99,132,0.66
99,133,0.5
99,134,0.75
99,135,0.67
99,136,0.68
100,121,0.79
100,122,0.8
100,123,0.83
100,124,0.8
100,125,0.72
100,126,0.69
100,127,0.84
100,128,0.85
100,129,0.89
100,130,0.67
100,131,0.63
100,132,0.86
100,133,0.59
100,134,0.77
100,135,0.59
100,136,0.76
101,121,0.74
101,122,0.82
101,123,0.81
101,124,0.74
101,125,0.54
101,126,0.63
101,127,0.93
101,128,0.85
101,129,0.82
101,130,0.73
101,131,0.51
101,132,0.76
101,133,0.44
101,134,0.95
101,135,0.62
101,136,0.58
102,121,0.91
102,122,0.85
102,123,0.86
102,124,0.87
102,125,0.79
102,126,0.83
102,127,0.88
102,128,0.87
102,129,0.98
102,130,0.94
102,131,0.79
102,132,0.82
102,133,0.68
102,134,0.95
102,135,0.76
102,136,0.81
103,121,0.62
103,122,0.71
103,123,0.63
103,124,0.68
103,125,0.75
103,126,0.71
103,127,0.78
103,128,0.86
103,129,0.8
103,130,0.67
103,131,0.67
103,132,0.83
103,133,0.63
103,134,0.49
103,135,0.46
103,136,0.61
104,121,0.76
104,122,0.82
104,123,0.7
104,124,0.72
104,125,0.71
104,126,0.92
104,127,0.9
104,128,0.9
104,129,0.9
104,130,0.68
104,131,0.64
104,132,0.76
104,133,0.65
104,134,0.82
104,135,0.52
104,136,0.73
105,121,0.61
105,122,0.66
105,123,0.68
105,124,0.68
105,125,0.68
105,126,0.71
105,127,0.87
105,128,0.89
105,129,0.66
105,130,0.64
105,131,0.68
105,132,0.74
105,133,0.39
105,134,0.61
105,135,0.48
105,136,0.47
106,121,0.78
106,122,0.73
106,123,0.78
106,124,0.76
106,125,0.64
106,126,0.76
106,127,0.99
106,128,0.87
106,129,0.73
106,130,0.65
106,131,0.57
106,132,0.83
106,133,0.43
106,134,0.59
106,135,0.59
106,136,0.53
107,121,0.7
107,122,0.67
107,123,0.73
107,124,0.58
107,125,0.66
107,126,0.69
107,127,0.85
107,128,0.74
107,129,0.67
107,130,0.59
107,131,0.49
107,132,0.61
107,133,0.35
107,134,0.68
107,135,0.63
107,136,0.51
108,121,0.71
108,122,0.78
108,123,0.75
108,124,0.75
108,125,0.85
108,126,0.83
108,127,0.79
108,128,0.9
108,129,0.75
108,130,0.78
108,131,0.62
108,132,0.73
108,133,0.61
108,134,0.69
108,135,0.59
108,136,0.86
109,121,0.75
109,122,0.81
109,123,0.72
109,124,0.81
109,125,0.85
109,126,0.86
109,127,0.9
109,128,0.88
109,129,0.85
109,130,0.77
109,131,0.92
109,132,0.9
109,133,0.75
109,134,0.72
109,135,0.58
